topic,relatedness,text,date,group,likes,reposts,views
благоустройство,0.3323,"К середине июля ждем окончания работ по обустройству подъездной дороги к известному туристическому объекту в Сортавале - историческому парку «Бастионъ». Соответствующее поручение дал год назад. Сейчас там идет ремонт трех улиц, которые и образуют подъезд к комплексу, это улицы Первомайская, Приозерная и Чапаева. Средства выделены из Дорожного фонда республики.   Продолжается строительство и новой, очень важной для Карелии автодороги «Великая Губа - Оятевщина», которая ведет к одному из наших главных достояний и самому узнаваемому символу Карелии – музею-заповеднику «Кижи». Дорожные рабочие уже возвели железобетонный мост через реку Маткозерка и приступили к укладке асфальтобетонного покрытия новой дороги. Работы ведут специалисты «ПСК Строитель». Напомню, первые 6,5 км были построены в рамках ФЦП в 2019-м, а полностью вся дорога протяженностью более 31 км должна быть готова, в соответствии с контрактом, в следующем году. Общая стоимость работ – более 1 миллиарда рублей, которые республика получит из федерального бюджета.    Конечно, нам необходимо привести в порядок и дорогу от Медвежьегорска до Великой Губы. Но это уже следующий этап, запланированный на период 2021-2022 гг. Реализация этих планов позволит нам сделать посещение всемирно известного музея-заповедника практически круглогодичным.   #ДорогиКарелии",2020-06-02 13:00:10,,253,6,46870
благоустройство,0.3317,"Приступили к самому ответственному этапу реконструкции Майгубского моста – монтажу пролетного строения. Используем способ «надвижки»: когда мостовое сооружение собирают на берегу и перемещают с помощью накаточных и тяговых устройств. Это быстрее и удобнее – можно одновременно устанавливать пролетное строение и возводить мостовые опоры.    Напомню, работы на 22 км автодороги «Кола» - Сегежа ведет компания «ЭКСПРЕСССТРОЙ» из Санкт-Петербурга. Ранее подрядчик завершил бетонирование двух русловых опор, ещё одну планируют сделать в июне.    Сейчас техническая готовность объекта составляет более 50 %. Идём в графике. Новый сталежелезобетонный мост станет шире и удобнее, дольше прослужит. Строительство объекта планируем завершить к концу этого года.    Добавлю, что переправа крайне необходима для развития Сегежского района. Новый мост нужен не только жителям и гостям нашего региона, но и заводу «Русский радиатор» - для вывоза продукции.  #ДорогиКарелии",2023-05-12 09:34:39,,316,99,30225
благоустройство,0.3315,"Проверил, как идет реконструкция автовокзала в Петрозаводске. Строители возвели здание предрейсового осмотра – оно готово на 95 процентов, здесь уже проведена электрика, начало поступать оборудование. Кроме того, сделана пристройка к основному зданию и навес над перроном, проведены наружные коммуникации.    Реконструкцию автовокзала выполняет компания из Московской области «Строй Инвест Групп». Как сообщил представитель подрядчика Илья Александров, в течение 1,5-2 месяцев планируется завершить строительно-монтажные работы, закрыть тепловой контур основного здания, чтобы уже в марте подключить его к теплу. Следующий этап – внутренние инженерные сети, отделочные работы.    Рассчитываем, что обновленный вокзал заработает в сентябре. Вместе с реконструированным железнодорожным вокзалом и новой дорогой, которую мы построим, он станет частью [https://vk.com/id419407976?w=wall419407976_563914|единого транспортного узла].  #НашаКарелия#ТранспортКарелии",2022-01-11 19:48:41,,291,44,44121
благоустройство,0.3314,"🏗 Друзья, делюсь свежим видео со стройплощадки на улице Маршала Мерецкова, где мы ведем реконструкцию моста.   Все технологические площадки готовы. Строители продолжают земляные работы и уже приступили к установке железобетонных опор для моста.  Следующий этап - монтаж балок пролётного строения и устройство стапеля. Это конструкция, которая позволяет собирать пролетное строение на земле, а затем поднимать его и устанавливать путем продольной надвижки. Такая технология (применяли ее при реконструкции мостов в Сегежском районе) помогает строить быстрее.   Знаем, как жители Петрозаводска ждут новый мост, поэтому строго придерживаемся графика. Техники и людей достаточно. Подрядчик - компания «ВАД» - обещает завершить работы и сдать объект в 2026 году.",2024-08-09 10:01:00,,132,3,10243
благоустройство,0.3311,"Большое спасибо компании «ВАД»! Всего за две недели они привели в порядок подъезд к аэропорту «Петрозаводск». Трасса оживленная, капитальный ремонт был пять лет назад. Интенсивное движение привело к образованию глубокой колеи. Приняли решение обновить асфальт. Работу дорожники выполнили быстро и, главное, качественно. Осталось только нанести разметку.   Ремонт идет и за Бесовцом, на региональной дороге «Петрозаводск – Суоярви». В этом году реконструируем здесь самый проблемный участок- с 25 по 33 км. Подрядчик наш, местный – «ПСК Строитель». Меняем не только асфальт – все основание дороги. Трудоемко и затратно, но лучше сделать один раз и по-хорошему.   Параллельно дорожники завершают реконструкцию моста через Сяпсю, меняют мост в Кутижме, впереди – ремонт моста в Чалне, а затем через реку Шуя на 114 км. Постепенно приведем в порядок всю трассу. Это не только позволит наладить качественное сообщение Суоярвского и Пряжинского районов с Петрозаводском, но и даст мощный толчок развитию всех населенных пунктов в этом направлении.   #ДорогиКарелии",2022-05-30 20:06:52,,536,101,61170
благоустройство,0.3311,"Карельские дорожники приступили к очередному этапу строительства дороги «Великая Губа – Оятевщина». Сегодня они провели серию взрывов на скальных породах, подготавливая таким образом участок для дальнейших работ.  Напомню, что подрядчиком по результатам аукциона стала карельская компания «ПСК Строитель». Она же была занята на строительстве участка «Медвежьегорск – Толвуя - Великая Губа, км 106 – Больничный». Дорога «Великая Губа – Оятевщина» дойдет практически до прибрежной полосы Онежского озера и окончится разворотным кольцом на расстоянии 100 метров от берега, откуда до Кижского архипелага всего 700 метров по воде.  В этом году, после трехлетнего перерыва, нам удалось возобновить строительство трассы благодаря субсидии Федерального дорожного агентства в размере 300 млн руб.   Планируем, что после окончания работ туристический поток на остров Кижи существенно увеличится, поскольку не будет зависеть от навигации.  #ГлаваКарелии #АртурПарфенчиков #дорогиКарелии #100летиеКарелии",2019-11-27 16:04:02,,136,5,15150
благоустройство,0.3302,"📸 Фотофакт: завершаем строительство моста через Шую на 115 км по дороге в Суоярви.  Подрядчик ведёт работы на подходах к мосту, устраивает локальные очистные сооружения, озеленяет прилегающую территорию. Объект планирует сдать в конце сентября.  Этот мост, построенный на средства нацпроекта «Безопасные качественные дороги», будет четвертым, реконструированным на трассе Петрозаводск – Суоярви. До него на этой дороге мы построили и открыли еще три: в Сяпсе, Кутижме и Чалне.  Всем хорошего дня!  #Нацпроект",2024-09-11 09:35:03,,236,19,14344
благоустройство,0.3302,"Завершаем ремонт последнего участка дороги на Кижи – сухопутный маршрут практически готов. Это 30 км трассы Медвежьегорск- Толвуя-Великая Губа. На автобусе или машине теперь можно будет добраться до Оятевщины, а затем, на катере, и до самого острова. Деревню от него отделяет 800-метровый пролив.    Сейчас дорожники укладывают асфальт и укрепляют обочины. Останется только нанести разметку и установить знаки.   Дорога важна не только как туристический маршрут - она связывает всё наше Заонежье. В течение двух лет мы привели в порядок участок Великая Губа – Оятевщина, обновили мосты через реки Кумса и Маткозерка. Сейчас ремонтируем подъезд к Великой Губе.  #ДорогиКарелии",2023-09-14 09:15:00,,309,50,23547
благоустройство,0.3301,"Продолжаем практические работы по восстановлению дорожной сети Карелии. В рамках национального проекта «Безопасные и качественные дороги» АО «ВАД» и ООО «ПСК-строитель» отремонтируют 46,5 км автодороги Шуйская – Гирвас, 28, 2 км участков трассы Петрозаводск – Суоярви и подъезд к Сегеже. Обе компании имеют большой опыт дорожного строительства, в том числе, в Карелии. Они не только восстановят верхние слои дорожного покрытия, но и заменят более 100 сломанных труб на участках ремонта. Чтобы обеспечить долговечность результатов ремонта, принято решение софинансировать работы на сумму более 220 млн. рублей из бюджета Республики Карелия. До конца года в Петрозаводске и Кондопоге в рамках проекта будет отремонтирована еще 21 автодорога. Из дорожного фонда Карелии Сегежскому городскому поселению на ремонт автомобильной дороги Надвоицкое шоссе – Дамба (объездная) выделены 20 млн. рублей, а из средств ООО «УК «Сегежа групп» – 35 млн. рублей Подрядчик ООО «Севердострой» должен завершить работы 30 августа 2019 г. Диагностику региональных дорог будут проводить с помощью специальной автомобильной лаборатории.  #дорогиКарелии",2019-04-30 10:40:28,,92,8,9807
благоустройство,0.3296,"В Карелии идут активные дорожные работы – теплое сухое лето используем по максимуму. Только вокруг Петрозаводска продолжается ремонт 9 дорог протяженностью более 120 км, важных как для жителей посёлков, так и для промышленных предприятий, а также для дачников. При том, что всего в Прионежском районе – 330 км региональных трасс.   Накануне объехал несколько участков, обсудил с подрядчиками темпы работ. Понимаю, что некоторые жители испытывают неудобства из-за возникающих пробок, но тут уж ничего не поделаешь. Задержки в движении временные, нужно немного потерпеть. Главное, что в итоге будут приведены в порядок дороги, на состояние которых было очень много нареканий.  📌 Уже в августе должен быть завершен ремонт дороги между Деревянным и Деревянкой. Здесь проходит маршрут школьного автобуса, поэтому очень важно выполнить все вовремя. Техники и рабочих достаточно. Работы выполняет компания «Технострой». Также в этом году будут отремонтированы еще более 20 км с щебеночно-песчаным покрытием на следующем участке – от Деревянки в сторону Пухты.  📌 Эта же компания ведет работы и на другом направлении: в сторону Лососинного, Машезеро и Шапшезеро. Естественно, дорожники начали с участка от Петрозаводска до Лососинного. Здесь готовится щебеночное основание, а на участке более 5 км уже выполнен нижний слой покрытия. На остальных дорогах пока расчищается полоса отвода, идет замена водопропускных труб. По контракту эти три трассы «Технострой» должен сдать к августу 2022-го. Однако компания намерена завершить работы раньше – в этом году.  📌 Также продолжается ремонт дороги Заозерье – Пиньгуба, участка дороги Соломенное – Ялгуба – Суйсарь. Подрядчик, вологодская компания «ТрансСтройПриродРесурс», приступила к работам в апреле.  Всего на ремонт указанных 120 с лишним километров региональных дорог направлено 1,8 млрд рублей. Работы ведутся по нацпроекту «Безопасные качественные дороги».   Отдельно отмечу, что в обновлении остро нуждается и трасса Петрозаводск-Ошта, два года назад ставшая федеральной. В 2022 году планируется ремонт от Шокши до Деревянного, а в 2023 – от Деревянного до Петрозаводска и от Шокши до границы республики.  #ДорогиКарелии",2021-07-07 09:15:45,,340,47,45642
благоустройство,0.3295,"Ремонт дороги Гирвас – Юстозеро завершен с опережением графика. Изначально мы рассчитывали привести ее в порядок за два года. Но, поскольку конкурс мы провели заранее и погода в этом году не подвела, подрядчик АБЗ «Дорстрой» справился всего за один сезон.   А компания «ПСК-строитель» завершила работы на очередном участке дороги Медвежьегорск – Толвуя – Великая Губа. Еще 37 км от деревни Сигово до Толвуи теперь под новым асфальтом.   Две трети дороги уже готовы. И мы обязательно доведем работу до конца. Остался последний отрезок – 34 км до новой трассы на Оятевщину. Его планируем привести в порядок в следующем году.  #ДорогиКарелии",2022-09-28 17:09:25,,262,20,45046
благоустройство,0.3292,"36 километров нового ровного асфальта – так теперь выглядит участок от трассы «Кола» до Беломорска. С прошлого года он стал федеральной дорогой, и этим летом компания «ВАД» полностью заменила покрытие. В дальнейшем, как и на подъезде к Кеми, здесь  запланирован капремонт.   Теперь важно привести в порядок дороги в самом Беломорске. В прошлом году 7 км от Октябрьской до Портового шоссе, включая Октябрьский и Банковские мосты, были приняты в региональную собственность. Сейчас завершается разработка проектно-сметной документации на капитальный ремонт участка улицы Октябрьской, улиц Ленинская, Лесная и Водниковского шоссе.   Обратил внимание, что вдоль Порт-шоссе активно идут работы по благоустройству прилегающей территории в рамках программы «Народный бюджет». Здесь спилили аварийные деревья, завезли новый грунт на газоны, отсыпают щебнем пешеходные дорожки. До конца августа проведут озеленение, установят фонари и скамейки.   Идейным вдохновителем проекта стала местная активистка Людмила Пономаренко. Сегодня поблагодарил ее лично, а заодно обсудили и сам проект. Пока проезды и тротуары планируют отсыпать мелким гравием. Но в дальнейшем их, конечно, нужно асфальтировать, причём качественно. Вместе с Людмилой Борисовной решили, что необходимо объединить эти работы с ремонтом городских дорог.  #НашаКарелия #ДорогиКарелии",2021-08-20 19:21:25,,233,14,23103
благоустройство,0.3288,"На подъезде к Кеми много дорожной техники — компания «ВАД» меняет асфальт, затем на него будет нанесен специальный защитный слой, который продлит срок службы дорожного полотна. Также подрядчик укрепит обочины. В прошлом году этот участок был передан в федеральную собственность, что позволило оперативно привести его в порядок. Работы завершат к началу сентября. Следующий этап — капитальный ремонт дороги по федеральным стандартам.  Средства республиканского бюджета, которые ежегодно шли на содержание подъезда к Кеми, мы теперь можем направлять на ремонт региональных дорог. Например, участка от Кеми до Рабочеостровска. Сейчас идет проектирование работ по капремонту, этой осенью оно будет завершено. И к 2023 году эту дорогу мы тоже приведем в нормативное состояние. Важно, что кроме ремонта самой трассы, в населенных пунктах запланировано устройство пешеходных переходов, тротуаров и велодорожек. Думаю, что к этому ремонту, на который придет крупный подрядчик, необходимо будет присоединить и ремонт других важных улиц города.  Ремонт тротуаров начался и вдоль Пролетарского проспекта в Кеми, саму улицу заасфальтировали в прошлом году по нацпроекту «Безопасные и качественные дороги». А активные жители предложили привести в порядок пешеходные дорожки, установить урны и остановочные павильоны. Проект стал одним из победителей программы «Народный бюджет» и получил финансирование: 20 млн рублей из республиканского бюджета и еще полмиллиона — из местного.   Однако жители пожаловались мне в соцсети, что работы идут слишком медленно и есть риск, что их не успеют завершить до начала дождей. Сегодня заехал на Пролетарский. Техника работает, снимает асфальт. Подрядчик — сегежская компания «СИЛЕНД» — пообещал мне, что завершит работы в течение четырех недель. Договорились с руководителем инициативной группы, что активисты будут еженедельно присылать мне лично видеоотчеты о ходе работ.  #НашаКарелия #Нацпроекты",2021-08-19 12:01:26,,208,28,31196
благоустройство,0.3285,"Завершаем основной этап капремонта моста на улице Антикайнена в Петрозаводске. Старый мост демонтировали – с нагрузкой он не справлялся и начал разрушаться.    Сейчас подрядчик приступает к укладке дорожного полотна, далее – замена опор освещения и обустройство пешеходных дорожек.    Знаю, как петрозаводчане ждут открытия нового моста - дорожники обещают сдать объект в ноябре. После ремонта мост станет шире на 6 метров. Это позволит увеличить его до четырех полос.    На очереди – мост через Лососинку на улице Маршала Мерецкова.  #ДорогиКарелии",2023-08-22 13:30:00,,313,23,30265
благоустройство,0.3285,"Сегодня вместе с министром по дорожному хозяйству транспорту и связи Сергеем Щебекиным посмотрели как идёт работа по ремонту и строительству дорог к нашим популярных туристическим объектам. В частности, побывали на участке дороги «Шуйская-Гирвас». Сейчас здесь продолжается обновление дорожного полотна, начатое в прошлом году. Ежегодно этой трассой пользуются до 200 тысяч туристов, которые посещают Марциальные воды, заповедник «Кивач» и вулканы близ поселка Гирвас. К осени эту дорогу полностью приведем в порядок.   Компания «ВАД» обустраивает основание дороги, прокладывает новые водопропускные трубы, заменяет асфальтовое покрытие, а также здесь нанесут дорожную разметку, оборудуют ограждения и пешеходные переходы. Параллельно идут работы по строительству другой очень важной для нас дороги – «Великая Губа – Оятевщина». Это будет сухопутный маршрут практически до самого заповедника «Кижи».   Дорога будет оканчиваться разворотной площадкой, откуда до острова рукой подать: всего 700 метров по озеру. В этом сегодня убедился, побывав на объекте. Сейчас здесь продолжаются земляные работы, началось устройство дорожной одежды. Строительство идёт в соответствии с графиком.  Напомню, средства на дорогу выделяются из федерального бюджета, общая стоимость работ – порядка 1 млрд рублей. Новую, соответствующую всем требованиям безопасности трассу протяженностью более 31 километра, мы должны получить уже в следующем году. Уверен, эта территория будет интересна и инвесторам с точки зрения создания сопутствующей туристической инфраструктуры.  В принципе уже сегодня можно на автомобильном транспорте доехать до берега Онежского озера ,а там до Кижей рукой подать. Я бы обратил внимание инвесторов на возможность уже сейчас в красивейших местах вдоль дороги ,в населённых пунктах приступить к реализации проектов туристической инфраструктуры. Ведь на наших глазах формируется туристический маршрут мирового значения.    #нацпроект #дорогиКарелии",2020-04-25 19:15:12,,460,12,71119
благоустройство,0.328,"Подрядная организация АО «ВАД» приступила к капитальному ремонту участка региональной автомобильной дороги «Подъезд к г. Сегежа» (км 8+780 – км 10+700). Сейчас ведутся земляные работы и фрезерование существующего асфальтобетонного покрытия. Планируются работы по укладке асфальтобетонного покрытия и нанесению дорожной разметки, устройству кюветов, тротуаров, наружного освещения, автобусной остановки и дорожных знаков.  Капитальный ремонт участка дороги проходит в рамках национального проекта «Безопасные и качественные автомобильные дороги» и завершится в ноябре.  #дорогиКарелии #ГлаваКарелии #АртурПарфенчиков",2019-07-19 14:29:01,,67,2,7961
благоустройство,0.3279,"Оперативные новости по проекту «Безопасные и качественные автомобильные дороги»: в ходе проведения работ по ремонту дороги Петрозаводск - Суоярви было установлено, что объем слабых грунтов (пучин), требующих выборки, меньше, чем предполагали. В связи с этим направляем высвободившиеся средства на ремонт участка трассы в районе п. Чална протяженностью 3 км 150 м. Уже проведено фрезерование, установлена армирующая сетка, начинается укладка выравнивающего слоя, замена трубы, далее планируется устройство верхнего слоя из щебеночно-мастичного асфальтобетона. Одновременно с этим, в рамках отдельного проекта за счёт средств дорожного фонда производится капитальный ремонт в части устройства тротуаров и автобусных остановок.   #дорогиКарелии",2019-05-30 16:43:59,,125,4,16378
благоустройство,0.3272,"Уже в этом году начнется капитальный ремонт одного из самых проблемных участков дороги А-137 – первые 25 километров от трассы «Кола» на Костомукшу. Проектная документация готова, конкурс по выбору подрядчика проведен – им стала хорошо всем известная компания «ВАД». Планируется, что госконтракт на выполнение работ будет подписан уже в первой половине июля. Сейчас документы находятся на согласовании в ФАС России.  Строителям предстоит не только капитально отремонтировать саму дорогу – усилить ее основание, восстановить водоотводы, уложить новое асфальтобетонное покрытие, но и заменить дорожные знаки, ограждения. Стоимость работ – 2,8 млрд рублей.  Напомню, в 2019 году дорога «Кола» - Тикша - Ледмозеро - Костомукша - граница с Финляндской Республикой передана в федеральную собственность. По информации Упрдор «Кола», привести ее в нормативное состояние планируется до 2025 года. Хотел бы поблагодарить Правительство Российской Федерации, Минтранс и Росавтодор за быстрое проектирование ремонта самого сложного участка и выделение необходимых средств.   #ДорогиКарелии",2021-06-24 14:00:08,,481,271,69024
благоустройство,0.3268,"В Пряжинском районе на участке дороги «Крошнозеро-Эссойла» протяженностью почти 20 километров продолжается ремонт. Рабочие компании «ПСК Строитель» укладывают новый асфальт, ранее они заменили водопропускные трубы и отдельные участки со сложными грунтами, которые при смене температур приводят к деформации дорожного покрытия.  Эту трассу приводим в порядок по нацпроекту «Безопасные и качественные автомобильные дороги». Она соединяет несколько населенных пунктов района, но ее плохое состояние привело к отмене прямых автобусных маршрутов между поселками и райцентром. Людям приходится добираться до Пряжи и обратно с пересадками. После ремонта, который должен быть завершен до октября, будем решать вопрос с возобновлением прямого пассажирского сообщения.   Также на трассе «Крошнозеро – Эссойла» оборудуем автоматический пункт весогабаритного контроля.  #ДорогиКарелии #Нацпроект",2020-08-12 16:30:02,,226,6,37764
благоустройство,0.3263,"Начали ремонт дорог в рамках программы «Безопасные и качественные дороги». Шестого мая был подписан договор с ООО «ПСК Строитель» на ремонт участков дороги «Петрозаводск-Суоярви» с 92 по 134 км. Он должен быть завершен до конца октября. Всего за 15 дней работы подрядчик уложил 1350 тонн асфальта (2,5 км выравнивающего слоя), заменил грунт на 120 метрах (слабые грунты) и отфрезеровал 5 км покрытия, работы идут с опережением графика.  Предлагаю наладить общественный контроль, – жду от местных жителей наблюдений и предложений.  #дорогиКарелии",2019-05-21 15:02:24,,144,8,17037
благоустройство,0.3263,"✅ Завершили прокладку газопровода под Логмозерским проливом    Это очередной этап нашей большой работы по газификации Соломенного, теперь – Громовской стороны за понтонным мостом. Проект крайне сложный. Прежде всего с технической точки зрения. Здесь плотная застройка, оживленное автомобильное движение, прочные скальные породы и единственный мост, который к тому же в будущем будем реконструировать. Поэтому с коллегами из «Газпром газораспределение Петрозаводск» выбрали самый оптимальный метод. Он позволил пройти сквозь скалу и не нарушить экобаланс акватории озера.    Для решения этой задачи понадобилась специальная буровая установка – с такими в нашей стране работают не более 5 компаний! В их числе питерская, которая привезла установку из Тынды – за 8 тысяч километров. Сегодня все работы завершены. Строители проложили сначала защитный футляр для трубы, а затем и саму трубу, на большой глубине: примерно 8 метров ниже уровня дна пролива, а сам пролив в этом месте – 10 м.    Для газификации Громовской стороны еще необходимо будет построить распределительные сети. Это даст возможность подключиться к природному газу как минимум 300 домовладений. С учетом сложных скальных пород – задача непростая. Но мы работаем над этим.  #ГазификацияКарелии",2024-10-21 16:31:39,,214,23,21173
благоустройство,0.3257,"Реконструкция моста через реку Неглинку в Петрозаводске – на завершающем этапе.  Рабочие уже закончили установку ограждений, убирают строительный мусор, вывозят технику. Движение автотранспорта будет открыто в январе - после того, как администрация города выдаст разрешение на ввод объекта в эксплуатацию. Основанием для этого станет заключение о его соответствии проектной документации.  По сути, на месте старого, простоявшего полвека и признанного аварийным моста строители возвели новый. На него увеличены нормативные расчетные нагрузки по пропуску автотранспортных средств - с 8 до 11 тонн на ось, также появилась дополнительная третья полоса движения.  Напомню, что при строительстве этого объекта, включенного в федеральную целевую программу развития Карелии, мы столкнулись с определенными трудностями: от корректировки проектно-сметной документации до смены подрядчика. С фирмой «ПроектКомСтрой», выигравшей конкурс на проведение работ, были вынуждены расторгнуть контракт из-за нарушения сроков. Компании «Технострой», пришедшей на объект уже в ноябре, пришлось мобилизовать усилия, чтобы закончить строительство в такой короткий срок и сдать объект до конца года.  #дорогиКарелии",2020-12-30 16:14:13,,267,41,45664
благоустройство,0.3254,"🚧 Завершаем первый этап ремонта трассы, соединяющей Карелию и Архангельскую область   Это 47 км дороги «Долматово – Няндома – Каргополь – Пудож», обновлять которую мы начали весной. Средства на ремонт получили благодаря президентскому нацпроекту «Безопасные качественные дороги».   В течение лета на двух участках (со стороны Пудожа через поселок Кривцы) дорожники завершили все подготовительные работы и уже укладывают асфальт. До конца осени объекты обещают сдать.   В следующем сезоне подрядчик – компания «ВАД» – приступит к ремонту оставшихся до границы с Архангельской областью 36,5 км трассы.  #Нацпроекты",2024-08-16 09:55:19,,219,43,16537
