topic,relatedness,text,date,group,likes,reposts,views
благоустройство,0.3236,"К концу года в Сегежском районе планируем завершить строительство двух мостов – Майгубского и Ондского.   Сейчас на месте старого Майгубского моста подрядчик устанавливает новые опоры в русле реки. Это самый сложный и длительный этап работы. Техническая готовность объекта – 21%. Идём в графике.  С опережением строим Ондский мост – работы выполнены более чем на 64%. Строители смонтировали пролётное строение, установили сваи, обустраивают подходы и съезды к мосту.  Обе переправы чрезвычайно важны для развития Сегежского района, а особенно для возрождения п.Надвоицы. Два года назад руководство завода по производству радиаторов главной проблемой развития назвало невозможность вывоза продукции автотранспортом.  Вместе с мостами комплексно ремонтируем и дороги – на эти цели из федерального и республиканского бюджетов на 2022-2023 годы впервые за всё время выделены значительные средства - 5,5 млрд.  #НашаКарелия #ДорогиКарелии",2023-01-27 17:00:02,,208,40,27102
благоустройство,0.3235,"Строительство новых и реконструкция старых мостов на региональных дорогах Карелии – одна из задач, которая стоит перед нами накануне 100-летия республики. Уже в ближайшее время на трассе «Суоярви – Медвежьегорск» появятся три новых моста.  Возведение переправы через реку Тереонкоски - на 106-м км автодороги «Суоярви - Юстозеро (через Поросозеро) - Медвежьегорск» уже началось. Здесь забетонировали плиту основания и приступили к сооружению опоры. Стоимость работ – 31 млн рублей.  На этой же трассе возведут еще две переправы: через реки Журавлева и Семча.  Строительство ведется в рамках Федеральной целевой программы «Развитие Карелии до 2020 года». В этом году в рамках ФЦП уже построены новые мосты на 82-м км дороги «Тикша - Реболы» в Муезерском районе и на 38-м км дороги «Реболы – Лендеры – гос. граница».  #ГлаваКарелии #АртурПарфенчиков #100летиеКарелии",2019-10-15 11:14:14,,127,4,9645
благоустройство,0.3231,"Продолжаем реконструкцию дороги Петрозаводск-Суоярви. Да, это наш приоритет, важнейший фактор развития Суоярвского района. Вкладываем в данный проект миллиарды рублей федерального и регионального финансирования. Сейчас «ПСК- Строитель» приводит в порядок участок с 25-го по 33-й километр. Проехал пару километров по новому полотну, результат уже порадовал.  Идём в графике. Укладываем асфальт, местами спрямляем дорогу и фактически строим её заново. Благоустраиваем тротуары. Будут и они - ведь вдоль этого участка трассы идут дачные посёлки. Сегодня выполнено более половины работ. Общий итог скоро сможем оценить.   А дальше по нацпроекту «Безопасные качественные дороги» планируем приступить к реконструкции моста на 115 км автодороги Суоярви-Петрозаводск через реку Шую. Начнём в этом году.  #ДорогиКарелии",2023-05-30 13:01:00,,190,19,20676
благоустройство,0.323,"Уже сейчас, почти на год раньше запланированного срока, мы начали ремонт участка Кончезеро - Березовка трассы «Кола – Кончезеро – «Шуйская – Гирвас». Благодаря быстрому выполнению работ по проекту «Безопасные и качественные автодороги», Карелия получила дополнительно более миллиарда рублей из федерального бюджета.   Часть денег мы направили на дорогу от Кончезера до Березовки. Подрядчик – компания «ВАД» – при благоприятной погоде планирует полностью завершить ремонт уже в этом году: сейчас дорожники работают на объекте практически круглосуточно. Если погода нарушит планы, то оставшиеся работы закончат примерно в апреле-мае.  Также дополнительные средства пойдут на дорогу от поселка Деревянка до села Деревянное в Прионежском районе. Сейчас здесь пролегает школьный маршрут. Этим летом мы провели ямочный ремонт, а благодаря дополнительным средствам есть возможность приступить уже в этом году к полному ремонту покрытия.  Самый большой транш – более полумиллиарда рублей – направим на региональную трассу «Олонец – Питкяранта – Леппясилта», где продолжается ремонт и реконструкция.   Постепенно мы приводим дороги в порядок: на строительстве наших трасс остались только надежные подрядчики, мы видим результаты и опережаем сроки, что позволяет республике получать крупные деньги и быстрее обновлять дороги. Если будем и дальше работать в таком темпе, то снова можем рассчитывать на дополнительные федеральные средства.  #ДорогиКарелии #Нацпроекты",2020-09-22 11:30:02,,330,10,37404
благоустройство,0.3195,"🔧 Мост через реку Деревянку отремонтировали более чем на 60%    Подрядчик готовится бетонировать левую сторону моста и монтировать очистные сооружения. На правой половине организовано реверсивное движение. Завершить все работы планируют в октябре.    Капремонт моста через реку Деревянку – один из важнейших этапов обновления дороги А-215 Лодейное Поле – Вытегра – Прокшино – Плесецк – Брин-Наволок, подъезд к Петрозаводску.   Помню, как в 2017 году проехал по данной дороге до самой границы Республики. Уже тогда возникли мысли, что без федерального статуса нам эту дорогу быстро не осилить. А как нам удалось сделать федеральным только карельский участок дороги - это надо отдельно и долго рассказывать! До сих пор удивляюсь, что такое стало возможным. Хотя надеюсь, что в недалеком будущем вся трасса до Вологды станет федеральной, появится мост через Свирь, и дорога станет играть заметную роль в экономике Карелии.   Сегодня  главное, чтобы к 2025 году вся трасса от Петрозаводска до Рыбреки стала современной магистралью, и я уверен, что федеральные дорожники с такой задачей справятся.  #НашаКарелия #ДорогиКарелии",2023-06-30 19:46:19,,236,30,34000
благоустройство,0.3193,"Обещал показать итог – выполняю.   Фото моста в деревне Рыпушкалицы сделаны с разницей в два месяца. На первом – работа в самом разгаре, второе фото – результат.   Новый мост, который мы построили взамен прежнего, аварийного, стал шире и длиннее. Особенностью его стала арочная конструкция, она обеспечивает надёжность и долговечность переправы. А еще делает её необычной.  Работы провели на средства нацпроекта «Безопасные качественные дороги». По этому же нацпроекту мы реконструируем сейчас ещё два моста: через реку Шуя на дороге «Петрозаводск – Суоярви» и на км 9 автодороги «Подъезд к п. Импилахти».  Результаты здесь, надеюсь, также скоро увидим. Оба объекта подрядчики планируют сдать этой осенью.  #Нацпроект",2024-08-13 16:38:09,,280,4,19521
благоустройство,0.3192,"Провел совещание на стройплощадке новой школы в Кеми. Сейчас здесь идут работы по бетонированию фундамента, основания пола и стен подвала.   Поскольку школа монолитная, то работы по заливке бетона — основные. На площадке установлен бетонный завод. Из общего объема заливки (а это 12 тысяч кубов) сейчас залито две с половиной тысячи. Поставил задачу к августу выйти на заливку в объеме тысяча кубов в месяц. Соответственно, если выдержать этот темп, то к апрелю-маю следующего года мы должны закончить общестроительные работы по заливке бетона и перейти к внутренней отделке.   Сейчас на объекте работают 60 человек. На следующей неделе застройщик увеличит численность рабочих еще на 20 человек.  Также сделаны очень важные, но не всегда заметные обывателю работы: в котельной на улице Энергетиков для нужд школы и больничного городка смонтированы 3 новых механизированных котла, установлено современное насосное оборудование. Это важно, потому что строить новую большую школу, рассчитывая на старую инфраструктуру, нельзя.   И отвечая на самый часто задаваемый вопрос «Когда достроим школу?», обозначу 2023 год. Добавлю, что к подрядчику претензий нет. Компания «СтройГрупп» выполняет все взятые на себя обязательства, имеет большой положительный опыт строительства подобных объектов по всей России. И сейчас, столкнувшись с ошибками проектировщиков, которые не учли выход скальных пород, продолжает работы на площадке и готова наверстать отставание. Для наглядности ниже выкладываю небольшое видео, на котором хорошо видно, как выступают скалы — они существенно выше уровня подвальных помещений. Сейчас строителям придется исправлять эти ошибки — новый проект уже готов. При этом обязательно доведем до конца вопрос ответственности проектировщиков за фактически подложный проект.  #НашаКарелия #Нацпроекты",2021-08-19 15:00:09,,142,14,22343
благоустройство,0.3187,"Нынешней осенью перед нами остро встал вопрос ремонта проспекта Пролетарского в Кеми.   Подрядчик не выполнил свои обязательства, оставив жителей города с разбитой дорогой накануне зимы. Договор с ним мы, конечно, расторгли, но были вынуждены в оперативном порядке искать решение.   В кратчайшие сроки был проведен новый аукцион. Определен победитель, однако приступить к работам ему так и не удалось - погода внесла свои коррективы. Из-за регулярных дождей основание дороги отсырело. Просушить его невозможно – погода дождливая, температура воздуха на севере уже достаточно низкая.  Класть асфальт на сырое основание мы не имеем права. Во-первых, это запрещено всеми строительными нормативами. Во-вторых, это все равно, что закопать деньги в землю. Такой асфальт «растает» весной вместе со снегом. И здесь моя позиция жесткая: мы не можем допустить необоснованное расходование государственных средств, причем средств немалых.   Если мы хотим сделать качественную дорогу, которую не придется через несколько месяцев переделывать, укладку асфальта на проспекте Пролетарском придется отложить на весенне-летний период следующего года. Говорю это с сожалением, потому что понимаю, как жители Кеми ждали ремонта.    Но и в том состоянии, в котором дорога находится сейчас, мы ее не оставим. Те участки, где ранее был снят асфальт, будут отсыпаны щебнем и уплотнены. Лоухское ДРСУ уже приступило к этой работе. Планируем завершить ее до 15 ноября.  В следующем году ремонт дороги будет выполнен в полном объеме.     #ГлаваКарелии #АртурПарфенчиков #дорогиКарелии",2019-10-25 15:06:42,,144,8,16205
благоустройство,0.3186,"Хирургический корпус БСМП. На этой стройке бываю постоянно. Сейчас рабочие заканчивают армирование цокольного этажа и фундамента под башенный кран. До Нового года будет залито порядка 80 кубометров бетона.   Отдыхать все праздничные дни строители не намерены, напротив, уже со 2 января планируют нарастить темпы по бетонированию конструкций.  #СтройкиКарелии",2022-12-26 11:00:03,,364,21,26460
благоустройство,0.3184,"Сегодня проехал по новой автодороге Великая Губа – Оятевщина. Построили ее и сдали в эксплуатацию на полтора года раньше срока. Трасса протяжённостью 31 километр соответствует всем современным техническим требованиям. Через реку Маткозерка возведен новый железобетонный мост. Работала на объекте наша компания «ПСК Строитель», надежный подрядчик.  Также в этом году по нацпроекту «Безопасные и качественные дороги» мы отремонтировали почти 40 километров региональной трассы Медвежьегорск - Толвуя - Великая Губа. Работы здесь продолжим и дальше, полностью приведем ее в порядок в течение двух лет. Безусловно, хорошая дорога в первую очередь нужна жителям Заонежья. Но благодаря строительству участка до Оятевщины мы получаем единый сухопутный маршрут к музею-заповеднику «Кижи». Посетить остров, чтобы увидеть всемирно известные памятники деревянного зодчества, теперь можно в течение всего года.  Создание современной транспортной инфраструктуры открывает совсем иные перспективы и для жителей Медвежьегорского района, и для самого музея, и в целом для экономики региона. Эту территорию мы будем развивать комплексно. В том числе думаем над созданием этнопарка, посвящённого русской культуре. Ведь Заонежье это не только Кижи, но и родина русских былин.  В следующем году музей планирует приобрести прогулочное пассажирское судно. Зимой на остров стали курсировать суда на воздушной подушке. А чтобы людям было где подождать рейс, купить билеты, в одном из местных домов музей организовал визит-центр. Сегодня он начал свою работу.  #ДорогиКарелии",2021-12-30 12:18:43,,419,67,43694
благоустройство,0.3171,"Началось проектирование реконструкции участка автомобильной дороги Рускеала – Кааламо, протяженность 9,3 км. Участок долгие годы находился в плачевном состоянии, что вызывало жалобы местных жителей.    Дорога имеет значительную интенсивность движения, поскольку соединяет населенные пункты, где проживают около 2 тыс. человек, и федеральную автомобильную трассу – подъезд к МАПП «Вяртсиля». В районе Кааламо находятся три камнеобрабатывающих и одно деревообрабатывающее предприятие. По дороге проходят школьный маршрут – из Кааламо в Рускеала, из Маткасельки – в Рускеала и в Кааламо.    Необходимость именно реконструкции автомобильной дороги, которая предполагает полный комплекс работ по воссозданию всех слоев дорожной одежды, обусловлена результатами обследования. Оно было проведено весной 2019 года специалистами Управления автомобильных дорог.    Проектировщик – ООО «СтройПроект» – определен по результатам аукциона. Срок завершения проектирования – август 2020 года. Однако, по настоянию заказчика проектировщики принимают все меры для того, чтобы к началу летнего сезона 2020 года закончить работу над проектом и получить по нему положительное заключение экспертизы.   #ГлаваКарелии #АртурПарфенчиков #дорогиКарелии",2019-09-17 13:03:55,,223,21,34546
благоустройство,0.3168,"Рабочий визит в Суоярви начал с осмотра участка автомобильной дороги «Петрозаводск-Суоярви» в районе Вешкелицы. Данная трасса - это один из ключевых объектов ремонта в 2019-2021 годах, который финансируется в рамках национального проекта «Безопасные и качественные автомобильные дороги». Напомню, что это новый национальный проект, в котором Карелия участвует первый год.  В этом году будем вести дорожные работы на участках 92+600 – км и 131+360 (выборочно участками общей протяженностью 28,2 км). Стоимость работ составляет 468,6 млн. руб. Подрядчик - ООО «ПСК Строитель».  В настоящее время выполнены работы по фрезерованию старого асфальтобетонного покрытия на протяжении 5 км, замене слабых грунтов на участке 120 метров, а также устройству выравнивающего слоя асфальтобетонного покрытия протяженностью 5 км.  В целом в период реализации нацпроекта к концу 2021 года планируется довести данную региональную дорогу до нормативного транспортно-эксплуатационного состояния на всем ее протяжении.  По вопросам, которые мне прислали жители перед поездкой: на участке дороги Суоярви - Поросозеро в п. Леппяниэми уже начался второй этап ремонта. Осенью были выбраны слабые грунты, произведена отсыпка этих участков. За зиму участок ремонта «стабилизировался», в течение месяца будут произведены работы по восстановлению асфальтобетонного покрытия. Дорогу Суоярви - Койриноя планируется отремонтировать в 2021-2022 годах.  До этого времени аварийная ямочность и другие дефекты покрытия будут устраняться в рамках работ по содержанию.    #дорогиКарелии #нацпроектыКарелия",2019-05-27 09:50:34,,150,6,14246
благоустройство,0.3156,"Дорога «Петрозаводск-Суоярви» должна стать не хуже федеральной трассы! Поставил такую цель, и она вполне реальна. В этом году приведем в порядок еще один участок – в районе станции Падозеро, на него часто жаловались водители.   Проезжал там на днях. Вовсю идет стройка. Остановился, пообщался с рабочими «ПСК «Строитель». Они заверили меня, что затяжная карельская весна на планах не скажется. Сейчас занимаются дренажной системой, заменой земполотна, готовят временный объезд. А как только позволит погода, перейдут к следующему этапу. Ремонт основательный - менять будем всю «дорожную одежду». Полностью сдать участок обещают через 20 месяцев. Подчеркну, что конкурсные процедуры и подготовительные работы мы провели заранее, еще зимой. Это позволило уже сейчас начать ремонт, не дожидаясь пока сойдет снег.   Разговорились с машинистом грейдера. Оказалось, он из Донбасса, приехал к нам в 2014-м вместе с семьей. И остался, купил квартиру. Теперь ремонтирует наши карельские дороги. Специалисты нам очень нужны. Планов много, только в этом году собираемся привести в порядок 250 км региональных трасс.  #ФЦП #ДорогиКарелии",2022-04-11 09:00:00,,470,111,39989
благоустройство,0.314,"🏗 Строим новый мост в поселке Шуя    Рабочие уже демонтировали старый и установили новую технологическую переправу. Сейчас идет самый сложный этап – подготовка буронабивных свай для береговой опоры.    Мост мы реконструируем за счет республиканского бюджета. Еще раз приношу извинения местным жителям за неудобства, но надо потерпеть. В следующем году работы должны быть завершены. Новый мост станет шире на 5 метров и безопаснее – как для автомобилистов, так и для пешеходов.  #ДорогиКарелии",2023-05-29 07:01:00,,297,21,25122
благоустройство,0.3134,"Дорога от Петрозаводска до Бесовца стала безопасней – линия освещения протяженностью 4,5 км введена в эксплуатацию. С середины осени она работала в тестовом режиме, сейчас все технические вопросы отлажены.   Дорогу освещают 190 светодиодных светильников. Включаются и выключаются они в зависимости от продолжительности светового дня, что позволяет существенно – на 35-40 процентов – снизить энергопотребление.  Построили линию освещения на федеральные средства в размере 35 миллионов рублей.  Напомню, дорога «Подъезд к аэропорту «Петрозаводск» в 2015 г. передана в федеральную собственность, она входит в состав трассы «Кола». В 2016 году ее отремонтировали, а в 2017-2018 гг был капитально отремонтирован расположенный на ней мост через реку Шуя.  #ГлаваКарелии #АртурПарфенчиков #дорогиКарелии",2019-12-25 18:00:10,,150,1,10746
благоустройство,0.313,"Сегодня проверил строительство тренировочной базы в Ялгубе. Да, объект непростой, прежние подрядчики не выполнили своих обязательств. Место для базы выбрано удобное, но сложный рельеф и обилие грунтовых вод внесли свои поправки: проект приходится дорабатывать.    С августа этого года за дело взялся местный подрядчик - ООО «ТТК Недра». Начал с исправления ошибок предшественников, допущенных на подготовительном этапе. Сейчас на объекте ведут земляные работы. Подрядчик уже отсыпал основание главного стадиона и игровой площадки, заменил грунт на беговых дорожках и в ямах для прыжков, приступил к обустройству системы водоотведения, восстанавливает ливневку. В начале недели основание стадиона обследовали специалисты выездной лаборатории. Теперь можно укладывать следующий слой – щебеночный.    Работы еще много. Обратил внимание на необходимость укрепления откосов. Лучше потратить дополнительное время, но сделать всё качественно.   Первый этап реконструкции обещают полностью завершить в следующем году. Посмотрим.",2022-11-09 15:41:47,,297,36,30925
благоустройство,0.3103,"До завершения строительства Белопорожских ГЭС-1 и ГЭС-2 осталось полгода. Начался финальный этап – в июле предполагается приступить к перекрытию русла реки Кемь. Наполнение водохранилища до проектных отметок запланировано на ноябрь этого года.  В июне здесь смонтировали заграждения, которые не позволят грунту и мелкому природному мусору попасть в зону водозабора. Сейчас строители, а их на объекте около 270 человек, занимаются укреплением откосов и монтируют основную металлоконструкцию, − с ее помощью будет регулироваться поток воды в период паводков. Впереди работы по прокладке линии электропередачи.  Общая мощность гидрогенерации составит 49,8 МВт. Ввод в эксплуатацию МГЭС даст республике 30 высококвалифицированных рабочих мест и дополнительные налоговые поступления в бюджет: за 15 лет – 12 млрд рублей налоговых отчислений. Объект включен в перечень приоритетных проектов ФЦП по развитию Карелии.    #100летиеКарелии #ФЦПКарелии #ГлаваКарелии #АртурПарфенчиков",2019-07-04 13:03:38,,87,7,13141
благоустройство,0.3098,"💪 Еще один этап реконструкции моста на ул. Мерецкова в Петрозаводске завершён.   Строители поставили временную переправу для пропуска техники с одного берега на другой. Приступают к работам по укреплению береговой линии и готовят площадки для монтажа балок пролётного строения и устройства опор.   Понимаем всю стратегическую важность объекта, поэтому максимально ускоряем работу. Техники и людей на объекте достаточно. Подрядчик - компания «ВАД» - идёт в графике.  #ДорогиКарелии",2024-07-10 09:15:00,,179,7,14301
благоустройство,0.3093,"Поручил ускорить строительство моста на остров Риеккалансаари в Сортавальском районе.    Мост на остров Риеккалансаари – большой, трудоёмкий объект, но мы его обязательно построим. Окончание работ по этой переправе ставим в план на 2027 год.    Напомню, что у нас сейчас рекордные объёмы дорожного строительства: в этом году реконструируем и ремонтируем 106 объектов (для сравнения, в 2017 их было всего 12). Работаем дальше💪  #ДорогиКарелии",2023-09-07 13:20:00,,131,23,20841
благоустройство,0.3035,"В ходе рабочих поездок ставлю в график и проблемные объекты. В Кондопоге заехал на стройплощадку футбольного поля. Подрядчик должен был сдать объект этой осенью. Сроки серьезно сдвинулись из-за ошибок в проекте - неверно была рассчитана высота основания поля.   Сейчас проект уже приведён в соответствие с ГОСТом, но время упущено. Правильное основание строители уложат только к середине ноября, а укладку искусственного покрытия сдвигаем на весну следующего года. Эти работы требуют определенного температурного режима.   Новое футбольное поле будет с подогревом. Тренироваться здесь будут мальчишки отделения школы олимпийского резерва, спортшколы N 2 и федерального училища олимпийского резерва - там тоже открываем отделение футбола.",2022-11-04 09:00:02,,213,18,27408
благоустройство,0.2951,"Принял доклад премьер-министра Правительства Карелии Александра Чепика о работах по ликвидации размыва дамбы на Белопорожской ГЭС-2. Между двумя частями дамбы сейчас строится бетонная перемычка. Принимаются все меры, чтобы не допустить возможных новых промывов. Техническое решение специалистами найдено.   Однако гораздо больше нас тревожит тонкая пленка нефтепродуктов, которая появилась вдоль берега. Отмечу, что к ликвидации загрязнения оперативно подключилась специализированная организация – Карельское профессиональное спасательное формирование «СМАРП». Специалисты установили боновые заграждения, устойчивые при большом течении. Они не позволят масляным пятнам распространяться дальше по реке. Загрязнение береговой части маслом обрабатывается сорбентами и другими специальными веществами.  В ближайшее время работы по введению Белопорожской ГЭС-2 в эксплуатацию будут продолжены. Однако необходимо выяснить причину аварии, чтобы исключить в дальнейшем ее повторение. Сейчас ущерб для экологии удалось минимизировать, но контроль за проведением восстановительных работ и в дальнейшем за развитием ситуации продолжим. Безусловно, Белопорожские ГЭС – важный инфраструктурный объект, и новые гидроэлектростанции нам нужны. Но при этом наша главная задача – обеспечить экологическую безопасность. И в этом вопросе, уверяю, будет самый жесткий контроль.  #БелопорожскиеГЭС",2020-10-28 14:35:38,,162,4,36707
благоустройство,0.2944,Начаты работы по строительству опалубки для ДКЯ.,2013-09-21 14:27:37,,2,0,0
благоустройство,0.2941,"Дорога на МАПП «Вяртсиля», ставшая два года назад федеральной, в этом году будет полностью капитально отремонтирована. Сегодня у дороги на повороте на турбазу «Чёрные камни» с одним из крупнейших в Европе зоопарком копытных под открытым небом появился, благодаря известному предпринимателю и меценату И.М.Лейтису, объект, который безусловно станет визитной карточкой трассы. Монументальная фигура оленя, уверен, увеличит и число желающих посетить уникальный зоопарк. #туризмКарелии #ГлаваКарелии",2019-06-03 00:06:11,,804,70,38563
благоустройство,0.2938,"В 2018-2020г.г. был благоустроен пляж в районе водокачки. Пляж создан для местных жителей и комфортного отдыха детей. Силами добровольцев вырублены и вывезены кусты.  Благодаря помощи ООО ""Кала я марьяпоят"" отсыпан пляж и сделано место парковки. По проекту благоустройства территории осенью 2019 установлены качели и скамейки, очищена береговая линия.  Что мы видим сейчас?  Качели разломаны. Выгнуто железо на сидениях.   Данный факт наводит на размышления...  А нужно ли благоустраивать деревню вообще?",2020-08-18 09:15:41,,37,0,1388
благоустройство,0.2884,"Сегодня, в непогоду, проложено еще около 100 метров тропы. Осталось совсем немного и настил будет полностью заменён. Если у вас есть желание поддержать нашу команду, всегда рады.",2020-07-13 15:50:57,,59,2,1233
благоустройство,0.2879,Строительство детского сада в Ляскеля добавило мне седых волос… Но отказываться от объекта даже не думал.    Сейчас на строительную площадку зашел наш надежный подрядчик – компания «Карелстроймеханизация». Динамика видна на фото. На начало апреля строители завершили устройство фундамента и монтаж цокольного этажа. Сейчас возводят конструкции первого и второго этажей.    Садик будет не типовой. Проект разработан с учетом особенностей карельского климата. Рассчитан он на 110 мест.    Сдача планируется осенью.  #НашаКарелия #СтройкиКарелии,2022-04-05 11:53:39,,626,63,45963
благоустройство,0.2709,"Сделаем из Пряжи Цветущий Посёлок! Наши лодки-грядки готовы к установке дренажа и посадкам🌱 Только погода упрямится и никак не хочет становиться по-настоящему летней⛅ Но мы не сдаёмся! 5 июня с 16:00 ждём всех готовых помогать с планировкой исторического сквера и с земельными упражнениями! Будем укладывать дренаж, переносить землю в лодки и готовить будущие грядки-цветники🌻🌺🌸! Приветствуется свой инструмент😉 Давайте сделаем Пряжу красивой! #пряжинскийрайон #melnikfoundation #фондмельницапряжа",2017-06-01 16:55:11,,26,3,1336
